name,categoria,calories,protein,carbs,fat,fiber,sugar,sodium,n_productos
Azucar Impalpable,AZÚCARES Y EDULCORANTES,400.0,0.0,100.0,0.0,0.0,97.5,0.0,7
Pasta Fresca Rellena,PASTAS,242.5,10.0,35.0,3.9,1.5,0.8,255.6,7
Maíz Pisado Amarillo,CEREALES Y HARINAS,346.0,7.0,76.0,4.0,2.8,0.6,0.0,7
Tomate Desecado,VEGETALES Y FRUTAS,246.7,10.0,46.7,0.0,6.7,37.5,2716.0,7
Mezcla De Semillas Y Frutas Secas,CEREALES Y HARINAS,576.7,19.3,19.7,50.0,7.3,,7.0,7
Azucar Comun Tipo A Libre De Gluten,AZÚCARES Y EDULCORANTES,400.0,0.0,100.0,0.0,0.0,100.0,0.0,7
Helado De Leche Sabor Granizado,HELADOS,140.0,3.1,20.0,4.8,0.2,21.7,41.7,7
Pastillas De Goma Fantasía Sabor A Sandía,CARAMELOS Y GOLOSINAS,331.9,3.9,79.0,0.0,0.0,56.1,47.7,6
Limas En Almibar,CONFITURAS Y DULCES,271.1,0.0,67.5,0.0,2.1,62.7,0.0,6
Mermelada De Higos,CONFITURAS Y DULCES,255.0,,63.5,,,65.0,0.0,6
Porotos Negros Secos Remojados,VEGETALES Y FRUTAS,73.1,6.3,10.8,0.0,6.5,0.0,35.0,6
Tapas Para Empanadas Freir,MASAS Y PANADERÍA,326.7,6.7,58.3,8.3,0.0,0.0,436.7,6
Pan De Viena Para Hamburguesa,MASAS Y PANADERÍA,302.0,7.0,55.0,4.4,2.6,2.3,348.8,6
Helado De Agua Sabor Ananá,HELADOS,75.8,1.2,20.8,0.0,0.0,20.0,0.0,6
Fideos Frescos Al Huevo,PASTAS,293.0,8.5,56.5,3.0,2.0,0.0,498.5,6
Grisines Con Salvado,MASAS Y PANADERÍA,344.7,8.8,56.7,7.5,3.7,1.7,560.6,6
Snack A Base De Papa Sabor Original,CEREALES Y HARINAS,508.0,4.6,58.0,27.6,4.6,5.0,652.0,6
Snack A Base De Papa Sabor Queso,CEREALES Y HARINAS,514.0,5.0,58.0,28.8,4.0,3.0,502.0,6
Zanahorias Enteras,VEGETALES Y FRUTAS,18.8,0.6,3.6,0.3,2.2,2.2,216.5,6
Obleas Dulces Rellenas Sabor Chocolate,GALLETITAS Y BARRAS,476.7,4.3,60.0,24.3,2.0,36.7,123.3,6
Anana En Rodajas Comunes,VEGETALES Y FRUTAS,83.2,,20.7,0.1,0.7,19.6,0.7,6
Chauchas Cortadas Supercongeladas,VEGETALES Y FRUTAS,29.2,2.0,3.7,0.4,3.9,1.4,9.4,6
Alimento Para Propósitos Médicos Específicos Nutricionalmente Completo Líquido,SUPLEMENTOS Y DIETÉTICOS,100.0,4.0,12.0,3.9,1.5,0.9,90.0,6
Aderezo A Base De Ketchup,SALSAS Y ADEREZOS,100.0,,24.6,,,17.5,883.3,6
Pastillas De Goma Fantasía Sabor Frutilla Artificialmente Aromatizadas,CARAMELOS Y GOLOSINAS,280.0,6.0,63.0,0.0,0.0,60.0,0.0,6
Queso Camembert,QUESOS,293.3,19.0,0.0,24.5,0.0,0.2,620.0,6
Helado De Crema Sabor A Vainilla,HELADOS,186.7,3.6,22.5,7.6,,20.0,61.7,6
Chauchas Supercongeladas,VEGETALES Y FRUTAS,29.5,1.9,3.7,0.5,3.2,2.1,6.9,6
Salsa A Base De Tomate Con Albahaca,SALSAS Y ADEREZOS,58.3,1.7,5.5,2.8,1.4,4.2,315.0,6
Pasta Seca A Base De Harina De Maiz,PASTAS,348.1,6.0,78.8,1.0,2.5,1.0,0.0,6
Pimientos Del Piquillo Asados Enteros Comunes,VEGETALES Y FRUTAS,35.0,1.0,8.0,0.0,2.0,4.6,162.0,6
Chocolate Blanco De Cobertura,CACAO Y CHOCOLATE,564.0,6.8,54.0,35.4,0.0,50.0,106.6,6
Turron Blando De Almendras,REPOSTERÍA Y CONFITERÍA,552.5,17.0,39.0,35.0,4.5,29.0,2.5,6
"Suplemento Dietario Dietetico A Base De Proteinas, En Polvo, Para Personas Que Realizan Ejercicio Físico, Sabor Frutilla",SUPLEMENTOS Y DIETÉTICOS,384.5,69.1,15.0,6.1,4.8,2.6,342.8,6
"Extrudado A Base De Harina De Maiz Y Azucar Sabor A Frutas Fortificado Con Vitaminas, Hierro Y Zinc",CEREALES Y HARINAS,380.0,5.7,83.3,2.7,3.0,40.0,410.0,6
Caramelos Masticables Sabor A Frutilla,CARAMELOS Y GOLOSINAS,366.5,1.5,85.0,6.5,,73.3,79.4,6
Queso De Leche De Oveja Graso De Mediana Humedad,QUESOS,410.0,23.8,1.0,33.3,,1.0,530.0,6
Turrón Duro De Almendras,REPOSTERÍA Y CONFITERÍA,548.0,13.6,44.0,35.2,7.5,35.5,0.0,6
Caramelos Blandos Acidos Sabor A Frutilla,CARAMELOS Y GOLOSINAS,353.3,5.0,85.0,,,70.0,19.6,6
Jardinera De Hortalizas Y Legumbres Con Granos De Choclo,VEGETALES Y FRUTAS,60.8,3.7,10.0,0.7,3.5,2.9,210.8,6
Alimento Para Propositos Medicos Especificos Liquido Para Niños Mayores De 3 Años Y Adultos,SUPLEMENTOS Y DIETÉTICOS,100.0,5.1,12.0,4.6,1.6,2.4,85.0,6
Salsa Agridulce A Base De Tomate,SALSAS Y ADEREZOS,116.7,0.0,27.1,0.0,0.0,21.0,436.7,6
Almendras Sin Cáscara,VEGETALES Y FRUTAS,596.7,21.2,17.7,50.0,12.5,4.3,2.5,6
Chocolate Amargo Con Avellanas,CACAO Y CHOCOLATE,558.6,6.6,45.0,40.5,8.0,31.3,0.0,6
Chocolate Blanco Con Trocitos De Galletitas. Con Aromatizante Identico Al Natural Vainillina,CACAO Y CHOCOLATE,540.9,7.3,58.2,31.0,,54.5,171.5,6
Croquetas A Base De Papa Prefritas Supercongeladas,VEGETALES Y FRUTAS,168.8,2.6,25.3,6.6,2.4,0.0,331.8,6
"Snacks A Base De Papa, Con Aceite Vegetal Y Harina De Cereales, Sabor Queso",CEREALES Y HARINAS,512.0,4.6,54.0,31.0,3.2,2.0,590.8,6
Caramelos Blandos Sabores Surtidos,CARAMELOS Y GOLOSINAS,397.5,7.0,95.0,5.0,,,23.5,6
Caramelos Masticables Rellenos Sabor A Fresa,CARAMELOS Y GOLOSINAS,377.5,0.0,85.0,3.0,0.0,65.0,70.0,6
Galletitas Dulces Con Cacao Con Relleno Sabor A Vainilla,GALLETITAS Y BARRAS,483.3,9.0,70.0,19.0,2.7,43.3,280.0,6
Caramelos Duros Sabor A Cereza,CARAMELOS Y GOLOSINAS,389.4,0.0,95.0,0.0,0.0,71.1,0.0,6
Huevo De Chocolate Con Leche Aromatizado Con Vainilla,CACAO Y CHOCOLATE,531.0,6.0,55.5,30.0,,55.5,0.0,6
"Salsa Agridulce A Base De Tomate, Vinagre Y Especias Con Sabor A Humo",SALSAS Y ADEREZOS,156.3,0.8,37.5,,0.8,33.3,879.3,6
Producto A Base De Queso Para Fundir,QUESOS,215.0,14.5,3.3,16.0,0.0,0.3,586.7,6
Pastillas De Goma Fantasia Sabor Vainilla,CARAMELOS Y GOLOSINAS,325.5,4.5,76.6,,,,78.7,6
Polvo Para Preparar Bizcochuelo Sabor Chocolate,POSTRES,367.9,5.1,82.1,7.9,3.3,40.5,397.6,6
Crema Helada De Chocolate,HELADOS,208.3,3.7,27.7,9.3,1.7,26.7,48.3,6
Bizcochos,MASAS Y PANADERÍA,374.6,6.0,42.8,15.1,2.3,3.0,568.3,6
Azúcar Blanco Refinado,AZÚCARES Y EDULCORANTES,400.0,0.0,100.0,0.0,0.0,100.0,0.0,6
Dulce De Higo,CONFITURAS Y DULCES,262.5,0.5,70.2,0.0,1.5,68.8,0.0,6
Conserva A Base De Vegetales,VEGETALES Y FRUTAS,75.0,1.6,7.4,4.4,1.0,2.8,404.4,6
Alimento En Polvo Con Cacao Para Preparar Bebida,CACAO Y CHOCOLATE,255.0,4.0,55.0,3.0,3.8,48.2,107.5,6
Arvejas Partidas,VEGETALES Y FRUTAS,330.0,21.7,59.2,1.1,6.1,1.5,0.0,6
Mermelada De Mandarina,CONFITURAS Y DULCES,265.0,0.0,65.0,0.0,3.5,65.0,0.0,6
Helado De Chocolate,HELADOS,193.3,5.6,26.7,4.7,0.2,35.0,57.4,6
Lomo De Cerdo Salado,CARNES Y CHACINADOS,148.8,19.8,4.0,5.8,0.0,0.0,936.2,6
Chocolate Semiamargo Con Almendras,CACAO Y CHOCOLATE,524.0,8.0,48.0,33.6,4.8,,0.0,6
Chocolate Blanco Aromatizado Con Vainillina,CACAO Y CHOCOLATE,561.2,7.6,55.8,34.8,1.2,51.5,101.8,6
Helado De Crema Sabor Cereza,HELADOS,175.0,3.2,27.5,6.1,0.8,23.3,36.6,6
Masa Para Pascualina,MASAS Y PANADERÍA,303.3,5.7,53.3,7.7,0.2,0.0,620.0,6
Pan De Molde Con Semillas,MASAS Y PANADERÍA,302.9,7.5,56.0,5.1,2.7,2.2,295.0,6
Mermelada De Citron,CONFITURAS Y DULCES,210.0,0.0,55.0,0.0,0.0,45.0,0.0,6
Hojas De Parra,VEGETALES Y FRUTAS,40.0,5.2,2.9,1.6,3.6,1.2,332.0,6
Berenjenas En Escabeche Condimentadas,VEGETALES Y FRUTAS,135.0,1.2,9.4,11.9,3.2,4.9,299.0,6
Mezcla Ahumada De Especias,CONDIMENTOS Y ESPECIAS,203.0,20.0,37.0,0.0,18.0,,149.0,6
Chocolate Con Leche En Rama,CACAO Y CHOCOLATE,548.0,8.0,56.0,33.2,2.4,48.0,108.7,6
Fruta Glaseada,CONFITURAS Y DULCES,325.0,1.0,80.5,0.0,2.0,78.8,79.0,6
Pan De Mesa Con Salvado,MASAS Y PANADERÍA,332.0,9.0,67.0,3.1,5.6,4.7,361.0,6
Harina De Maíz Para Preparar Polenta,CEREALES Y HARINAS,353.0,8.7,76.0,1.6,4.6,0.0,0.0,6
Snack - Papas Fritas,GALLETITAS Y BARRAS,532.0,6.8,56.0,32.2,7.0,0.0,576.0,6
Pastillas De Goma Fantasía Sabor A Tutti Frutti,CARAMELOS Y GOLOSINAS,323.3,4.0,76.7,0.0,0.0,47.8,32.0,5
Polvo Para Preparar Bizcochuelo Sabor A Vainilla,POSTRES,368.8,8.0,84.4,4.0,0.9,40.5,453.1,5
Arrope De Chañar,CONFITURAS Y DULCES,315.0,0.0,80.0,0.0,0.0,75.0,0.0,5
Ajo Deshidratado En Polvo,CONDIMENTOS Y ESPECIAS,340.0,17.0,73.0,0.8,9.0,60.0,7.1,5
Aceitunas Verdes Rellenas Con Pasta De Pimentón En Salmuera,VEGETALES Y FRUTAS,90.0,1.0,10.0,6.0,1.0,,2400.0,5
Semillas De Girasol,SEMILLAS Y FRUTOS SECOS,593.3,22.7,18.7,51.3,10.5,0.0,15.0,5
Helado De Agua Sabor Manzana Verde,HELADOS,80.0,0.0,21.7,0.0,0.0,20.0,0.0,5
Helado De Agua Sabor Durazno,HELADOS,105.0,0.5,23.0,0.0,0.0,25.0,0.3,5
Jamon Cocido,CARNES Y CHACINADOS,135.0,18.0,3.2,6.8,0.0,0.0,896.7,5
Fideos Frescos Con Espinaca,PASTAS,287.0,8.0,60.0,1.0,1.0,0.6,544.0,5
Helado De Leche Sabor Crema Del Cielo,HELADOS,131.7,2.2,23.3,2.7,,20.8,41.7,5
Facturas De Panadería Crudas Congeladas,MASAS Y PANADERÍA,382.5,6.0,45.0,19.2,1.9,7.2,286.7,5
Mermelada De Mamon,CONFITURAS Y DULCES,270.0,,65.0,,,75.0,0.0,5
Pan Árabe,MASAS Y PANADERÍA,296.0,8.0,58.0,3.3,2.6,0.6,314.6,5
Helado De Crema,HELADOS,178.3,3.3,25.0,6.8,0.0,30.0,71.7,5
Ajíes En Vinagre De Alcohol,VEGETALES Y FRUTAS,24.0,1.0,4.8,0.1,1.6,2.6,1160.0,5
Ñoquis De Papa,PASTAS,151.2,4.2,33.8,0.6,2.5,0.2,332.5,5
Snack A Base De Papa Sabor A Crema Y Cebolla,CEREALES Y HARINAS,504.0,5.6,56.0,28.4,5.2,2.4,632.0,5
Queso De Leche De Cabra Graso De Mediana Humedad,QUESOS,386.7,23.0,0.7,33.0,0.0,0.0,720.0,5
Jugo De Naranja,JUGOS,41.0,0.5,9.5,0.3,1.6,8.2,0.0,5
"Bocaditos Rellenos, Recubiertos Con Baño De Reposteria Con Leche",CARAMELOS Y GOLOSINAS,530.0,6.0,65.0,26.0,3.0,35.5,60.0,5
Frutillas Comunes Con Colorante Autorizado,VEGETALES Y FRUTAS,65.0,0.5,24.3,0.0,1.5,15.0,4.3,5
Snack A Base De Papa Sabor Cheddar,CEREALES Y HARINAS,516.0,4.8,56.0,30.8,3.6,2.6,680.0,5
Galletitas Integrales,GALLETITAS Y BARRAS,423.3,11.0,63.3,11.7,9.0,7.0,483.3,5
Galletitas Dulces Sabor A Coco,GALLETITAS Y BARRAS,443.3,6.3,76.7,15.7,2.5,23.3,316.7,5
Galletitas Dulces Sabor A Vainilla,GALLETITAS Y BARRAS,433.3,7.3,70.0,14.0,2.5,22.7,346.7,5
Salsa Agridulce,SALSAS Y ADEREZOS,166.7,0.0,40.0,0.0,0.0,33.3,1073.3,5
Salsa A Base De Tomate Con Especias,SALSAS Y ADEREZOS,53.3,1.2,8.3,,1.7,4.7,311.7,5
Espinacas,VEGETALES Y FRUTAS,24.6,3.5,2.0,0.9,2.9,0.5,172.3,5
Snack A Base De Papas Sabor Barbacoa,VEGETALES Y FRUTAS,520.0,6.0,52.0,32.0,4.0,3.2,380.0,5
Fideos Secos De Semola De Trigo Duro,PASTAS,353.8,11.5,71.2,1.5,3.0,3.3,0.0,5
Galletitas Dulces Sabor A Chocolate,GALLETITAS Y BARRAS,446.7,8.7,66.7,14.0,3.3,23.3,300.0,5
Galletas Saladas,GALLETITAS Y BARRAS,433.3,9.7,70.0,12.7,2.7,6.0,457.1,5
Corazones De Alcauciles,VEGETALES Y FRUTAS,32.0,1.8,5.6,0.0,2.8,1.4,368.0,5
Aderezo Agridulce,SALSAS Y ADEREZOS,207.7,0.0,12.3,8.1,0.0,69.2,1061.5,5
Pimientos Enteros Comunes,VEGETALES Y FRUTAS,36.0,1.2,6.0,0.2,1.6,3.7,258.0,5
Caldo De Verduras Deshidratadas,CALDOS Y SOPAS,200.0,24.0,45.0,4.0,13.0,17.0,10200.0,5
Galletas Crackers,GALLETITAS Y BARRAS,420.0,9.3,66.7,9.3,2.0,3.3,606.7,5
Pasta De Sésamo,VEGETALES Y FRUTAS,640.0,12.7,8.0,57.0,14.0,0.6,75.3,5
Pastas Secas De Arroz,PASTAS,355.0,7.6,80.0,1.5,1.9,0.0,31.2,5
Granos De Choclo Amarillo Grano Entero,VEGETALES Y FRUTAS,59.2,3.0,7.7,1.7,3.4,2.1,53.9,5
Chocolate Semiamargo Con Avellanas,CACAO Y CHOCOLATE,552.0,7.6,40.0,40.0,6.6,37.2,0.0,5
Malta Liquida,BEBIDAS ANALCOHÓLICAS,58.0,0.5,14.0,,1.0,13.0,6.0,5
"Alimento Para Propósitos Médicos Específicos En Polvo, Para Lactantes",SUPLEMENTOS Y DIETÉTICOS,466.0,13.0,50.0,23.0,3.7,7.5,191.0,5
Maiz Amarillo Precocido Y Molido,CEREALES Y HARINAS,354.0,7.8,78.0,2.2,7.4,1.8,0.0,5
Fideos Secos Con Aderezo Deshidratado Sabor Queso,COMIDAS PREPARADAS,357.1,12.1,67.2,6.0,1.7,12.9,958.8,5
Hongos Secos Trozados,HONGOS,281.8,12.0,30.0,6.0,18.9,2.2,39.2,5
Galletitas Con Salvado,GALLETITAS Y BARRAS,412.9,10.3,62.1,13.9,5.7,5.2,650.0,5
Pure De Tomate Con Albahaca,VEGETALES Y FRUTAS,23.3,1.3,4.0,,1.2,3.8,98.3,5
Galletitas Dulces Sabor Coco,GALLETITAS Y BARRAS,436.7,8.3,76.7,11.3,2.0,29.7,273.3,5
"Caramelos Masticables Sabores A Anana, Frutilla, Naranja, Limon Y Uva",CARAMELOS Y GOLOSINAS,360.0,,90.0,,,55.0,60.0,5
Queso Emmenthal En Fetas,QUESOS,370.0,27.6,,29.0,,,400.0,5
Turrón De Alicante,REPOSTERÍA Y CONFITERÍA,540.0,15.0,43.0,34.0,4.7,34.5,0.0,5
Queso Procesado En Fetas,QUESOS,368.4,17.9,3.4,31.6,0.0,5.8,1579.0,5
Pastillas De Goma Fantasía Sabor A Frutilla Y Vainilla,CARAMELOS Y GOLOSINAS,330.5,3.8,80.0,0.0,0.0,61.9,84.0,5
Caramelo Duro Sabor A Menta,CARAMELOS Y GOLOSINAS,391.7,0.0,97.5,0.0,0.0,68.3,0.0,5
Pure De Manzana,VEGETALES Y FRUTAS,58.8,0.0,14.4,0.0,2.2,11.1,0.0,5
Caramelos Masticables Acidos Sabor Frutilla,CARAMELOS Y GOLOSINAS,353.9,,85.0,,,65.0,146.2,5
Semola De Trigo Candeal Fina,CEREALES Y HARINAS,358.0,12.4,74.0,1.4,9.4,0.0,0.0,5
"Alimento Para Propositos Medicos Especificos En Polvo, Para Lactantes",SUPLEMENTOS Y DIETÉTICOS,67.0,6.6,7.4,3.6,1.3,4.6,20.0,5
Chupetín De Caramelo Duro Ácido Sabor A Manzana Verde,CARAMELOS Y GOLOSINAS,409.1,0.0,100.0,0.0,0.0,100.0,45.5,5
Alcauciles En Conserva,VEGETALES Y FRUTAS,50.0,1.4,9.0,32.0,5.0,0.5,320.0,5
"Suplemento Dietario A Base De Colágeno Hidrolizado, En Polvo",SUPLEMENTOS Y DIETÉTICOS,360.0,90.0,,,,,200.0,5
Alimento Para Propósitos Médicos Específicos Líquido Nutricionalmente Completo Para Niños Mayores De 3 Años Y Adultos,SUPLEMENTOS Y DIETÉTICOS,150.0,5.6,17.0,5.8,1.5,1.0,100.0,5
"Chupetines De Goma Fantasia Sabor A Vainilla, Surtidos",CARAMELOS Y GOLOSINAS,342.1,1.3,82.7,0.0,0.0,67.5,40.0,5
Tomates Pelados Perita Enteros Comunes Con Pure De Tomate,VEGETALES Y FRUTAS,22.3,1.2,3.5,0.2,1.0,,100.0,5
Formula Lactea Para Lactantes En Polvo,SUPLEMENTOS Y DIETÉTICOS,67.0,1.5,8.0,3.5,0.4,7.8,33.0,5
Maiz Blanco Precocido Y Molido,CEREALES Y HARINAS,344.0,7.6,80.0,2.5,8.2,2.0,0.0,5
"Producto Farinaceo Preformado Y Precocido, A Base De Harina, Almidón Y Aceite De Palma, Con Vegetales Deshidratados Y Aderezo A Base De Sal, Azúcar, Salsa De Soja Y Especias",COMIDAS PREPARADAS,427.3,10.0,65.5,13.8,3.5,4.6,1536.4,5
"Aderezo A Base De Glutamato Monosodico Y Sal Con Especias, Para Preparaciones Culinarias",SALSAS Y ADEREZOS,240.0,,,,,,19100.0,5
Caramelos Masticables Confitados Sabores Surtidos,CARAMELOS Y GOLOSINAS,405.0,,90.0,4.0,,70.0,0.0,5
Cobertura De Chocolate Blanco,CACAO Y CHOCOLATE,580.0,6.0,52.0,38.0,,52.0,88.0,5
Pasta Seca A Base De Harina De Arroz,PASTAS,355.0,6.9,76.2,1.8,3.0,,0.0,5
Bebida Analcoholica A Base De Almendras,BEBIDAS ANALCOHÓLICAS,53.0,1.3,6.5,3.7,0.5,7.0,24.0,5
Pastillas De Goma Fantasia Sabor A Fresa,CARAMELOS Y GOLOSINAS,327.8,4.2,76.3,0.0,0.0,55.1,77.8,5
Chocolate,CACAO Y CHOCOLATE,552.0,7.2,34.0,36.0,11.2,29.2,4.0,5
"Alimento Para Propositos Medicos Especificos Liquido, Nutricionalmente Completo",SUPLEMENTOS Y DIETÉTICOS,150.0,5.7,20.0,5.1,0.0,5.8,147.0,5
Harina De Trigo Tipo 0000,CEREALES Y HARINAS,344.0,9.4,72.0,2.3,2.6,1.4,14.0,5
Producto Lacteo Sin Flora Lactica Activa Con Preparado De Frutilla,LÁCTEOS,75.3,2.8,16.0,4.0,,,40.0,5
Caramelos Duros Sabor A Menta,CARAMELOS Y GOLOSINAS,388.9,0.0,95.0,0.0,0.0,74.8,0.0,5
Mezcla Para Preparación Culinaria A Base De Arroz Con Hongos,COMIDAS PREPARADAS,344.0,8.0,74.0,2.0,2.0,1.0,720.0,5
"Pasta Dulce A Base De Azucar, Aceite Vegetal, Avellanas Y Cacao, Untable",REPOSTERÍA Y CONFITERÍA,565.0,5.4,51.4,36.0,3.5,49.0,60.0,5
Caramelos Duros Sabor A Naranja,CARAMELOS Y GOLOSINAS,390.0,,95.0,,,58.9,0.0,5
Queso De Cabra,QUESOS,293.3,22.0,10.0,22.0,0.0,11.5,210.0,5
Salsa Dulce A Base De Guindas Y Cerezas Negras,REPOSTERÍA Y CONFITERÍA,125.0,0.0,29.0,0.0,1.0,55.0,0.0,5
"Salsa Picante Agridulce A Base De Tomate, Vinagre De Alcohol Y Especias Con Sabor A Humo",SALSAS Y ADEREZOS,150.0,0.8,35.0,,0.8,,966.7,5
"Alimento Para Propositos Medicos Especificos Liquido, Dietetico",SUPLEMENTOS Y DIETÉTICOS,74.7,11.5,5.1,0.9,1.5,3.4,60.0,5
"Suplemento Dietario Dietetico A Base De Proteinas Y Fibra, En Barra",SUPLEMENTOS Y DIETÉTICOS,316.7,35.0,10.0,13.3,23.3,1.7,350.0,5
Pastillaje Para Decoracion,REPOSTERÍA Y CONFITERÍA,372.0,,92.0,,,96.0,0.0,5
Suplemento Dietario En Polvo Dietético A Base De Proteínas De Suero De Leche,SUPLEMENTOS Y DIETÉTICOS,319.5,79.9,3.2,2.3,,,303.5,5
Confitura De Arandano,CONFITURAS Y DULCES,260.0,,65.0,,,65.0,0.0,5
Pan Para Hamburguesas,MASAS Y PANADERÍA,356.0,9.2,64.0,8.4,2.0,9.8,290.0,5
Turron De Almendras,REPOSTERÍA Y CONFITERÍA,485.0,7.5,48.5,19.0,2.5,65.0,0.0,5
Sémola De Maíz Para Preparar Polenta,CEREALES Y HARINAS,344.0,8.0,78.0,1.2,4.0,0.0,0.0,5
Helado De Agua Sabor A Naranja,HELADOS,88.0,0.0,22.0,0.0,0.0,20.0,0.0,5
Hamburguesa De Pollo,COMIDAS PREPARADAS,134.7,18.5,5.0,3.5,0.0,0.0,641.0,5
Maiz Pelado Blanco,CEREALES Y HARINAS,334.0,8.0,74.0,1.0,2.3,0.0,0.0,5
Tostadas Con Gluten,MASAS Y PANADERÍA,360.0,14.0,63.3,4.0,2.6,0.0,140.0,5
Zapallos En Almibar,CONFITURAS Y DULCES,230.0,0.4,55.0,,,36.4,0.0,5
Batatas En Almibar,CONFITURAS Y DULCES,247.5,0.6,60.0,0.0,3.0,39.3,10.0,5
Nuez Confitada Glaseada,CACAO Y CHOCOLATE,425.0,6.8,55.0,19.5,1.8,,55.0,5
Helado Sabor Vainilla,HELADOS,158.0,5.4,24.0,5.0,10.3,24.2,44.0,5
Dulce De Uva,CONFITURAS Y DULCES,250.0,0.0,60.0,0.0,0.0,59.8,0.0,5
"Salsa A Base De Tomate, Cebolla, Aceite De Girasol, Ajo Y Tomillo",VEGETALES Y FRUTAS,58.3,1.3,8.8,2.0,1.5,6.2,448.3,5
Arroz Pulido Tipo Largo Ancho Calidad 00000,CEREALES Y HARINAS,340.0,7.0,80.0,0.0,1.7,3.0,0.0,5
Fariña De Mandioca,CEREALES Y HARINAS,354.3,0.9,85.7,0.0,2.3,,7.7,5
Sémola De Trigo Candeal Fina,CEREALES Y HARINAS,332.0,11.8,66.0,2.4,7.0,,0.0,5
Helado De Crema De Chocolate Con Almendras,HELADOS,225.0,4.7,26.7,11.7,2.5,26.7,41.7,5
Maiz Pisado Colorado,CEREALES Y HARINAS,342.0,7.4,78.0,0.2,2.8,41.3,2.4,5
Crema Helada De Chocolate Blanco,HELADOS,216.7,4.3,28.3,9.8,0.3,26.7,61.7,5
Crema Helada De Dulce De Leche,HELADOS,198.3,3.5,26.7,8.3,1.2,24.0,195.0,5
Mermelada De Zarzamora,CONFITURAS Y DULCES,220.0,0.0,60.0,0.0,0.0,45.0,0.0,5
Mermelada De Duraznos,CONFITURAS Y DULCES,270.0,0.0,65.0,0.0,2.0,55.0,0.0,5
Mermelada De Guinda,CONFITURAS Y DULCES,240.0,0.0,60.0,0.0,0.0,62.5,0.0,5
Mermelada De Moras,CONFITURAS Y DULCES,220.0,0.0,55.0,0.0,1.5,55.0,0.0,5
Cerezas Pasteurizadas,VEGETALES Y FRUTAS,93.6,0.6,22.9,,0.7,,0.0,5
Dulce De Damasco,CONFITURAS Y DULCES,265.0,0.0,65.0,0.0,0.0,65.0,0.0,5
Helado De Agua Sabor Artificial A Frutilla,HELADOS,80.0,,20.0,,,17.2,0.0,5
Pastas Frescas Rellenas. Sorrentinos,PASTAS,264.0,13.0,38.0,8.0,1.8,1.1,215.0,5
Endulzante De Mesa. Alimento Dietético,AZÚCARES Y EDULCORANTES,0.0,0.0,0.0,0.0,0.0,0.3,0.0,5
Mayonesa Reducida En Calorias,SALSAS Y ADEREZOS,150.0,0.0,10.0,11.7,0.0,5.0,816.7,5
Conserva De Lentejas Secas Remojadas,VEGETALES Y FRUTAS,81.5,6.1,13.1,0.5,3.9,0.6,156.2,5
Hamburguesa De Carne Vacuna,COMIDAS PREPARADAS,147.3,16.7,5.5,6.5,1.1,0.6,214.0,5
Dulce De Guindas,CONFITURAS Y DULCES,250.0,0.0,57.6,0.0,0.0,65.0,0.0,5
Galletas De Molde,MASAS Y PANADERÍA,416.7,7.7,66.7,9.3,1.4,20.3,190.0,5
Helado De Leche Sabor Chantilly,HELADOS,140.0,3.1,23.0,3.9,,22.4,49.0,5
Galletitas Dulces Con Mermelada De Membrillo,MASAS Y PANADERÍA,366.7,5.3,60.0,13.3,1.7,22.0,86.7,5
Naranjas En Almibar,CONFITURAS Y DULCES,256.0,1.2,58.0,2.4,0.8,38.8,48.0,5
Aceite De Girasol Refinado,ACEITES Y GRASAS,869.2,0.0,0.0,100.0,0.0,0.0,0.0,5
Queso Pategras,QUESOS,360.0,25.3,1.7,28.3,0.0,1.7,583.3,5
Queso De Cerdo Aleman,CARNES Y CHACINADOS,295.0,17.5,1.0,25.0,0.0,0.0,637.5,5
Chorizo Fresco De Cerdo Y Vacuno,CARNES Y CHACINADOS,338.0,15.4,4.6,28.0,0.0,0.0,728.0,5
"Mix De Helado De Crema Sabor Crema Y Chantilly, Helado De Crema De Dulce De Leche Heladero Y Helado De Crema De Dulce De Leche Heladero Sabor Banana, Aromatizados Con Esencia Artificial",HELADOS,171.7,3.3,31.7,6.8,,23.3,45.0,5
Snacks A Base De Harina De Trigo Salados,GALLETITAS Y BARRAS,544.0,10.0,48.0,34.8,4.8,0.0,724.0,5
Mermelada De Ciruelas,CONFITURAS Y DULCES,260.0,,65.0,,,53.0,0.0,5
Zapallos En Almíbar,CONFITURAS Y DULCES,240.0,0.0,55.0,0.0,0.0,55.0,0.0,5
Mermelada De Durazno Con Esencia Artificial De Durazno,CONFITURAS Y DULCES,260.0,0.0,65.0,0.0,0.0,60.0,27.0,5
"Mix De Helado De Crema Sabor Americana, Con Trozos De Baño De Reposteria Con Leche Aromatizado Con Esencia Artificial De Vainilla, Helado De Crema De Dulce De Leche Heladero Y Helado De Crema Sabor Cereza, Aromatizados Con Esencia Artificial",HELADOS,178.3,2.3,26.7,7.0,,23.3,23.3,5
Pizza Con Salsa A Base De Tomate,MASAS Y PANADERÍA,295.0,8.2,55.0,5.0,2.4,0.0,312.5,5
Leche Entera Pasteurizada,LÁCTEOS,59.0,3.0,5.0,3.0,0.0,5.0,33.0,5
Peras En Trozos Comunes En Jarabe Diluido,VEGETALES Y FRUTAS,62.1,0.0,15.7,0.0,1.0,12.1,6.9,5
