rnpa,name,marca,categoria,unidad,calories,protein,carbs,fat,fat_sat,fat_trans,fiber,sugar,sodium,provincia
07-007287,ALFAJOR RELLENO DE DULCE DE FRUTOS DEL BOSQUE CON COBERTURA DE CHOCOLATE SEMIAMARGO (LAGO PUELO CHOCOLATES),LAGO PUELO CHOCOLATES,ALFAJORES,g,415.0,3.75,57.5,19.0,12.5,,2.25,,180.0,Datos alimentos Chubut 07
07-007286,ALFAJOR RELLENO DE DULCE DE LECHE CON COBERTURA DE CHOCOLATE  BLANCO (LAGO PUELO CHOCOLATES),LAGO PUELO CHOCOLATES,ALFAJORES,g,425.0,6.0,52.5,21.0,11.75,,,,227.5,Datos alimentos Chubut 07
07-007285,ALFAJOR RELLENO DE DULCE DE LECHE CON COBERTURA DE CHOCOLATE  SEMIAMARGO. (LAGO PUELO CHOCOLATES),LAGO PUELO CHOCOLATES,ALFAJORES,g,420.0,5.75,52.5,21.0,13.5,,1.25,,217.5,Datos alimentos Chubut 07
07-007284,"MEZCLA DE ROOIBOS EN HEBRAS, COCO RALLADO, CASCARA DE NARANJA Y PETALOS DE ROSA PARA INFUSION (TEA AND HAIKU)",TEA AND HAIKU,TÉ E INFUSIONES,g,,,,,,,,,,Datos alimentos Chubut 07
07-007283,CHORIZO FRESCO DE CERDO CON QUESO Y MORRON (JUNIOR`S),JUNIOR`S,CARNES Y CHACINADOS,g,300.0,12.0,,26.0,10.0,,,,598.0,Datos alimentos Chubut 07
07-007282,"POLLO ARROLLADO CON MORRÓN, HUEVO, ZANAHORIA, JAMÓN COCIDO Y QUESO - CIMA (JUNIOR´S)",JUNIOR´S,CARNES Y CHACINADOS,g,147.5,16.25,,5.0,2.5,,,,110.0,Datos alimentos Chubut 07
07-007281,HAMBURGUESA DE CARNE DE POLLO CONGELADA (DISTRIBUIDORA DE CARNE JUNIOR´S),DISTRIBUIDORA DE CARNE JUNIOR´S,CARNES Y CHACINADOS,g,173.75,20.0,1.25,10.0,2.5,,1.25,,37.5,Datos alimentos Chubut 07
07-007280,SALCHICHA FRESCA DE CARNE VACUNA (DISTRIBUIDORA DE CARNE JUNIOR´S),DISTRIBUIDORA DE CARNE JUNIOR´S,CARNES Y CHACINADOS,g,308.0,14.0,13.0,26.0,12.0,,,,440.0,Datos alimentos Chubut 07
07-007279,PAN CON MARGARINA (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,434.0,6.4,54.0,22.0,9.8,1.0,2.4,,420.0,Datos alimentos Chubut 07
07-007278,EMPANADAS DE CHOCLO (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007277,AGUA DE MESA ENVASADA (CIMES),CIMES,AGUAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007276,MILANESA DE CARNE VACUNA REBOZADA (JUNIOR´S),JUNIOR´S,CARNES Y CHACINADOS,g,292.31,17.69,11.54,4.62,1.54,,1.15,,58.46,Datos alimentos Chubut 07
07-007275,HAMBURGUESA DE CARNE VACUNA CONGELADA (JUNIOR´S),JUNIOR´S,CARNES Y CHACINADOS,g,205.0,18.75,1.25,13.75,6.25,,1.25,,55.0,Datos alimentos Chubut 07
07-007274,CHORIZO FRESCO DE CARNE VACUNA CON PIMIENTA (DISTRIBUIDORA DE CARNE JUNIOR´S),DISTRIBUIDORA DE CARNE JUNIOR´S,CARNES Y CHACINADOS,g,308.0,14.0,13.0,26.0,12.0,,,,440.0,Datos alimentos Chubut 07
07-007273,"MERMELADA DE CEREZA, FRUTILLA Y FRAMBUESA (MÑAM)",MÑAM,CONFITURAS Y DULCES,g,250.0,0.0,50.0,0.0,0.0,0.0,0.0,41.0,0.0,Datos alimentos Chubut 07
07-007272,"MEDALLONES CONGELADOS DE GARBANZO, CEBOLLA, REBOZADOR, ZANAHORIA Y MORRON. (COSA NOSTRA S&J)",COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,242.5,10.12,43.75,3.62,,,9.38,0.0,271.25,Datos alimentos Chubut 07
07-007271,"MEDALLONES CONGELADOS DE LENTEJA,CEBOLLA, REBOZADOR, ZANAHORIA Y MORRON. (COSA NOSTRA S&J)",COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,235.0,12.5,40.0,1.25,,,7.5,0.0,268.75,Datos alimentos Chubut 07
07-007270,PIZZA DE MOZZARELLA (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007269,"MERMELADA DE FRAMBUESA, MORA Y CORINTO (LA CASONA)",LA CASONA,CONFITURAS Y DULCES,g,245.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007268,ADEREZO A BASE DE TOMATE VERDE (EL ARBOL),EL ARBOL,CONFITURAS Y DULCES,g,150.0,0.5,1.0,,,,,,945.0,Datos alimentos Chubut 07
07-007266,"MEZCLA DE HIERBAS PARA INFUSION DE CEDRON, MELISA Y MENTA (HACETEBIEN)",HACETEBIEN,TÉ E INFUSIONES,g,,,,,,,,,0.0,Datos alimentos Chubut 07
07-007263,CHORIZO FRESCO DE CERDO (JUNIOR´S),JUNIOR´S,CARNES Y CHACINADOS,g,288.0,11.0,6.0,26.0,10.0,,,,434.0,Datos alimentos Chubut 07
07-007262,SAL (ALGAS PATAGONIA),ALGAS PATAGONIA,SAL Y SALES,g,,,,,,,,,,Datos alimentos Chubut 07
07-007261,CHORIZO FRESCO (JUNIOR`S),JUNIOR`S,CARNES Y CHACINADOS,g,308.0,14.0,13.0,26.0,12.0,,,,440.0,Datos alimentos Chubut 07
07-007259,MERMELADA DE BOYSEMBERRY (ESTABLECIMIENTO HUIL-CHE),ESTABLECIMIENTO HUIL-CHE,CONFITURAS Y DULCES,g,245.0,,65.0,,,,,55.0,0.0,Datos alimentos Chubut 07
07-007258,TORTA NEGRA GALESA (RAICES CELTAS),RAICES CELTAS,GALLETITAS Y BARRAS,g,358.33,5.0,58.33,11.67,5.0,,5.0,28.33,298.33,Datos alimentos Chubut 07
07-007255,DULCE DE TOMATE VERDE (NATIVA),NATIVA,CONFITURAS Y DULCES,g,170.0,,45.0,,,,,,0.0,Datos alimentos Chubut 07
07-007254,MERMELADA DE GUINDA Y CEREZA (NATIVA),NATIVA,CONFITURAS Y DULCES,g,165.0,,40.0,,,,,,0.0,Datos alimentos Chubut 07
07-007253,EMPANADAS DE QUESO Y CEBOLLA (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007252,PIONONO RELLENO CON ATUN (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007251,EMPANADAS DE JAMON Y QUESO (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007250,MASA PARA PIZZA CON SALSA DE TOMATE (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,272.5,6.5,45.0,7.0,1.25,,2.5,,275.0,Datos alimentos Chubut 07
07-007249,TARTA DE MANZANA (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,363.33,3.17,60.0,12.17,3.17,3.0,1.83,,61.67,Datos alimentos Chubut 07
07-007248,BIZCOCHUELO DE VAINILLA RELLENO CON DULCE DE LECHE (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,328.33,7.5,61.67,5.83,3.33,0.5,,,106.67,Datos alimentos Chubut 07
07-007247,"PIZZA DE MOZZARELLA, TOMATE Y ACEITUNAS NEGRAS (LA ANONIMA)",LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007246,"PIZZA DE MOZZARELLA, JAMON Y MORRONES (LA ANONIMA)",LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007245,PIZZA DE MUZZARELLA Y CEBOLLA (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007244,PIZZA DE MOZZARELLA Y ANCHOAS (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007243,"PIZZA DE MOZZARELLA, JAMON Y PALMITOS (LA ANONIMA)",LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007242,MILANESA COCIDA DE CARNE VACUNA (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007241,EMPANADAS DE ACELGA (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007240,EMPANADAS DE POLLO (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007239,EMPANADAS DE CARNE (LA ANONIMA),LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007238,"PIONONO RELLENO CON QUESO, PALETA COCIDA Y PALMITOS (LA ANONIMA)",LA ANONIMA,COMIDAS PREPARADAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007237,TARTA DE MEMBRILLO CON COCO RALLADO (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,363.33,4.17,55.0,14.33,3.17,4.67,2.67,,118.33,Datos alimentos Chubut 07
07-007236,GALLETA MARINERA CON SAL (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,376.67,10.0,73.33,3.33,2.33,,3.33,,540.0,Datos alimentos Chubut 07
07-007235,BIZCOCHOS CON GRASA (LA ANONIMA),LA ANONIMA,MASAS Y PANADERÍA,g,434.0,6.4,54.0,22.0,9.8,1.0,2.4,,420.0,Datos alimentos Chubut 07
07-007234,SALSA CRIOLLA (DON ESTEBAN),DON ESTEBAN,SALSAS Y ADEREZOS,g,75.0,,7.0,5.0,,,,,890.0,Datos alimentos Chubut 07
07-007233,FRAMBUESAS PASTEURIZADAS (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,44.29,0.57,12.14,,,,2.57,,0.0,Datos alimentos Chubut 07
07-007232,"FRAMBUESAS, CASSIS, CORINTOS, GROSELLAS, ZARZAMORAS PASTEURIZADOS (PATAGONIA 40&3)",PATAGONIA 40&3,CONFITURAS Y DULCES,g,65.71,5.71,15.71,,,,1.86,,0.0,Datos alimentos Chubut 07
07-007231,"CONFITURA DE FRAMBUESA, CASSIS, CORINTO, GROSELLA Y ZARZAMORA. (PATAGONIA 40&3)",PATAGONIA 40&3,CONFITURAS Y DULCES,g,300.0,,80.0,,,,,,0.0,Datos alimentos Chubut 07
07-007230,ARÁNDANOS PASTEURIZADOS: (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,76.43,0.5,17.14,0.43,,,1.14,,0.0,Datos alimentos Chubut 07
07-007229,CONFITURA DE ROSA MOSQUETA (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,240.0,,60.0,,,,,,0.0,Datos alimentos Chubut 07
07-007228,CONFITURA DE FRUTILLA (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,240.0,,60.0,,,,,,0.0,Datos alimentos Chubut 07
07-007227,CONFITURA DE ARáNDANOS (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007226,CONFITURA DE SAUCO (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,265.0,,65.0,,,,4.0,,0.0,Datos alimentos Chubut 07
07-007225,CONFITURA DE FRAMBUESA (PATAGONIA 40&3),PATAGONIA 40&3,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007224,CHIMICHURRI (EL TRAMALEO),EL TRAMALEO,SALSAS Y ADEREZOS,g,100.0,,5.0,8.0,,,,,890.0,Datos alimentos Chubut 07
07-007223,DULCE DE SAUCO (ALMA SUR),ALMA SUR,CONFITURAS Y DULCES,g,275.0,,70.0,,,,,,0.0,Datos alimentos Chubut 07
07-007222,DULCE DE ARáNDANOS (ALMA SUR),ALMA SUR,CONFITURAS Y DULCES,g,300.0,,80.0,,,,,,0.0,Datos alimentos Chubut 07
07-007221,AGUA MINERAL NATURAL DE MANANTIAL (ELAL),ELAL,AGUAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007220,MERMELADA DE CITRON (ESTABLECIMIENTO EL CHOLO),ESTABLECIMIENTO EL CHOLO,CONFITURAS Y DULCES,g,170.0,,45.0,,,,,,0.0,Datos alimentos Chubut 07
07-007219,BOCADITOS  DE TORTA NEGRA TÍPICA GALESA CON COBERTURA DE CHOCOLATE BLANCO Y NEGRO (NAIN MAGGIE),NAIN MAGGIE,GALLETITAS Y BARRAS,g,456.67,6.67,56.67,23.33,12.67,,2.0,,25.0,Datos alimentos Chubut 07
07-007218,TORTA NEGRA TÍPICA GALESA (NAIN MAGGIE),NAIN MAGGIE,GALLETITAS Y BARRAS,g,376.67,5.83,58.33,12.17,5.33,,2.5,,41.67,Datos alimentos Chubut 07
07-007217,BOCADITOS  DE TORTA NEGRA TÍPICA GALESA CON COBERTURA DE CHOCOLATE NEGRO Y BLANCO (NAIN MAGGIE),NAIN MAGGIE,GALLETITAS Y BARRAS,g,490.0,6.67,56.67,25.0,25.0,,1.5,,76.67,Datos alimentos Chubut 07
07-007216,TORTA NEGRA TIPICA GALESA CON COBERTURA DE CHOCOLATE NEGRO Y BLANCO (NAIN MAGGI),NAIN MAGGI,GALLETITAS Y BARRAS,g,493.33,6.67,56.67,25.0,25.0,,0.17,,76.67,Datos alimentos Chubut 07
07-007215,TORTA NEGRA TíPICA GALESA CON COBERTURA DE CHOCOLATE BLANCO Y NEGRO (NAIN MAGGIE),NAIN MAGGIE,GALLETITAS Y BARRAS,g,490.0,6.67,56.67,25.0,25.0,,1.5,,76.67,Datos alimentos Chubut 07
07-007214,"MERMELADA DE SAUCO (MEMORABLE, DELICIAS DE LA PATAGONIA)","MEMORABLE, DELICIAS DE LA PATAGONIA",CONFITURAS Y DULCES,g,220.0,,50.0,,,,,,0.0,Datos alimentos Chubut 07
07-007213,"MERMELADA DE MORA, SAUCO, ROSA MOSQUETA, FRAMBUESA, GROSELLA Y CASSIS (MEMORABLE, DELICIAS DE LA PATAGONIA)","MEMORABLE, DELICIAS DE LA PATAGONIA",CONFITURAS Y DULCES,g,205.0,0.0,54.0,0.0,0.0,0.0,4.5,49.0,14.0,Datos alimentos Chubut 07
07-007212,"MERMELADA DE ROSA MOSQUETA (MEMORABLE, DELICIAS DE LA PATAGONIA)","MEMORABLE, DELICIAS DE LA PATAGONIA",CONFITURAS Y DULCES,g,255.0,2.5,65.0,0.0,0.0,0.0,10.0,59.0,15.0,Datos alimentos Chubut 07
07-007211,"MERMELADA DE CASSIS (MEMORABLE, DELICIAS DE LA PATAGONIA)","MEMORABLE, DELICIAS DE LA PATAGONIA",CONFITURAS Y DULCES,g,200.0,0.0,53.5,0.0,0.0,0.0,2.0,49.0,13.0,Datos alimentos Chubut 07
07-007210,"DULCE DE FRAMBUESA, CORINTO, FRUTILLA Y ARáNDANO (ARANDU)",ARANDU,CONFITURAS Y DULCES,g,300.0,,80.0,,,,,,0.0,Datos alimentos Chubut 07
07-007209,WHISKY (LA ALAZANA),LA ALAZANA,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007208,DULCE DE FRUTILLA (ARANDU),ARANDU,CONFITURAS Y DULCES,g,275.0,,70.0,,,,,,0.0,Datos alimentos Chubut 07
07-007207,CHOCOLATE CON ACEITE DE OLIVA (VHALEN),VHALEN,CACAO Y CHOCOLATE,g,585.6,5.2,45.6,41.6,22.8,,8.0,,40.0,Datos alimentos Chubut 07
07-007206,CHOCOLATE CON AMARANTO (VHALEN),VHALEN,CACAO Y CHOCOLATE,g,,6.0,48.0,37.2,22.0,,9.2,,40.8,Datos alimentos Chubut 07
07-007205,CHOCOLATE CON SEMILLAS DE CACAO PARTIDAS (VHALEN),VHALEN,CACAO Y CHOCOLATE,g,587.2,6.16,47.6,40.8,24.4,,8.96,,40.0,Datos alimentos Chubut 07
07-007204,DULCE DE ARáNDANO (ARANDU),ARANDU,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007203,DULCE DE FRAMBUESA (ARANDU),ARANDU,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007199,"DULCE DE FRAMBUESA, CORINTO, FRUTILLA Y ARáNDANO, (VILLA DE LUJáN)",VILLA DE LUJáN,CONFITURAS Y DULCES,g,300.0,,80.0,,,,,,0.0,Datos alimentos Chubut 07
07-007198,DULCE DE GROSELLA (VILLA DE LUJáN),VILLA DE LUJáN,CONFITURAS Y DULCES,g,300.0,,80.0,,,,,,0.0,Datos alimentos Chubut 07
07-007196,DULCE DE SAUCO (VILLA DE LUJáN),VILLA DE LUJáN,CONFITURAS Y DULCES,g,280.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007195,DULCE DE FRUTILLA (VILLA DE LUJáN),VILLA DE LUJáN,CONFITURAS Y DULCES,g,275.0,,70.0,,,,,,0.0,Datos alimentos Chubut 07
07-007194,DULCE DE ARáNDANO (VILLA DE LUJáN),VILLA DE LUJáN,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007193,MERMELADA DE TUNAS (DULCE CRISTINA),DULCE CRISTINA,CONFITURAS Y DULCES,g,270.0,,65.0,,,,,52.5,0.0,Datos alimentos Chubut 07
07-007187,MERMELADA DE MORAS CON CAFé (LA MADRYNA),LA MADRYNA,CONFITURAS Y DULCES,g,175.0,0.0,43.5,0.0,0.0,0.0,1.0,42.0,0.0,Datos alimentos Chubut 07
07-007186,DULCE DE FRAMBUESA (VILLA DE LUJÁN),VILLA DE LUJÁN,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,,0.0,Datos alimentos Chubut 07
07-007185,MERMELADA DE FRUTILLA (DULCE CRISTINA),DULCE CRISTINA,CONFITURAS Y DULCES,g,170.0,,55.0,,,,,55.0,0.0,Datos alimentos Chubut 07
07-007184,DULCE DE FRAMBUESA Y GUINDA (NATANSBERRIES),NATANSBERRIES,CONFITURAS Y DULCES,g,240.0,,60.0,,,,,60.0,0.0,Datos alimentos Chubut 07
07-007183,DULCE DE FRUTILLA (NATANSBERRIES),NATANSBERRIES,CONFITURAS Y DULCES,g,265.0,,65.0,,,,,65.0,0.0,Datos alimentos Chubut 07
07-007182,SALSA A BASE DE CEREZA (MÑAM),MÑAM,SALSAS Y ADEREZOS,g,41.67,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,Datos alimentos Chubut 07
07-007181,ADEREZO A BASE DE CEREZA (MÑAM),MÑAM,SALSAS Y ADEREZOS,g,41.67,0.0,7.83,0.0,0.0,0.0,0.0,7.83,0.0,Datos alimentos Chubut 07
07-007180,MEDALLONES CONGELADOS DE SOJA TEXTURIZADA (COSA NOSTRA S&J),COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,227.5,22.5,28.75,2.38,,,3.62,0.0,253.75,Datos alimentos Chubut 07
07-007179,DULCE DE FRAMBUESA Y GUINDA (NATANSBERRIE),NATANSBERRIE,CONFITURAS Y DULCES,g,240.0,,60.0,,,,,,0.0,Datos alimentos Chubut 07
07-007178,MEDALLONES CONGELADOS DE LENTEJA SABOR A HUMO (COSA NOSTRA S&J),COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,233.75,12.5,40.0,1.75,,,6.75,,346.25,Datos alimentos Chubut 07
07-007177,MEDALLONES CONGELADOS DE QUINOA Y ARROZ YAMANI (COSA NOSTRA S&J),COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,231.25,7.88,42.5,3.38,,,3.38,0.0,270.0,Datos alimentos Chubut 07
07-007176,MEDALLONES CONGELADOS DE ARROZ (COSA NOSTRA S&J),COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,168.75,5.38,33.75,1.38,,,3.5,0.0,268.75,Datos alimentos Chubut 07
07-007175,MEDALLONES CONGELADOS DE GARBANZO SABOR A HUMO (COSA NOSTRA S&J),COSA NOSTRA S&J,VEGETALES Y FRUTAS,g,238.75,10.0,42.5,3.5,,,9.0,,355.0,Datos alimentos Chubut 07
07-007174,MERMELADA DE ROSA MSOQUETA (LA CASONA),LA CASONA,CONFITURAS Y DULCES,g,170.0,,40.0,,,,,,0.0,Datos alimentos Chubut 07
07-007173,MERMELADA DE SAUCO (LA CASONA),LA CASONA,CONFITURAS Y DULCES,g,170.0,,40.0,,,,,,0.0,Datos alimentos Chubut 07
07-007172,DULCE DE MORA (ABALAUQUEN),ABALAUQUEN,CONFITURAS Y DULCES,g,260.0,,65.0,,,,,65.0,0.0,Datos alimentos Chubut 07
07-007171,DULCE DE FRUTILLA (ABALAUQUEN),ABALAUQUEN,CONFITURAS Y DULCES,g,255.0,,65.0,,,,,65.0,0.0,Datos alimentos Chubut 07
07-007170,DULCE DE FRAMBUESA (ABALAUQUEN),ABALAUQUEN,CONFITURAS Y DULCES,g,240.0,,60.0,,,,5.0,60.0,0.0,Datos alimentos Chubut 07
07-007169,DULCE DE BOYSEMBERRY (ABALAUQUEN),ABALAUQUEN,CONFITURAS Y DULCES,g,255.0,,65.0,,,,,65.0,0.0,Datos alimentos Chubut 07
07-007168,DULCE DE GROSELLA (ABALAUQUEN),ABALAUQUEN,CONFITURAS Y DULCES,g,250.0,,65.0,,,,,65.0,0.0,Datos alimentos Chubut 07
07-007167,DULCE DE TOMATE (GRANJA MONTE VERDE),GRANJA MONTE VERDE,CONFITURAS Y DULCES,g,130.0,0.0,32.5,,0.0,0.0,0.0,32.5,0.0,Datos alimentos Chubut 07
07-007166,CHOCOLATE CON SAL (VHALEN),VHALEN,CACAO Y CHOCOLATE,g,544.0,5.2,45.6,36.8,22.0,,8.0,,280.0,Datos alimentos Chubut 07
07-007158,MERMELADA DE SAUCO (TERRASANA),TERRASANA,CONFITURAS Y DULCES,g,220.0,,50.0,,,,,,0.0,Datos alimentos Chubut 07
07-007157,MERMELADA DE ARANDANOS (TERRASANA),TERRASANA,CONFITURAS Y DULCES,g,200.0,,50.0,,,,,,0.0,Datos alimentos Chubut 07
07-007156,MERMELADA DE CASSIS (TERRASANA),TERRASANA,CONFITURAS Y DULCES,g,200.0,,50.0,,,,3.5,,0.0,Datos alimentos Chubut 07
07-007155,"MEDALLONES CONGELADOS DE QUINOA, BATATA, ZANAHORIA Y FARIÑA DE MANDIOCA (SABORES DEL PUEBLO COCINA CON AMOR)",SABORES DEL PUEBLO COCINA CON AMOR,VEGETALES Y FRUTAS,g,170.0,4.88,33.75,2.25,,,2.38,,432.5,Datos alimentos Chubut 07
07-007154,"MEDALLONES CONGELADOS DE LENTEJA, CALABAZA Y FARIÑA DE MANDIOCA (SABORES DEL PUEBLO COCINA CON AMOR)",SABORES DEL PUEBLO COCINA CON AMOR,VEGETALES Y FRUTAS,g,101.25,4.5,18.75,1.25,,,2.0,,361.25,Datos alimentos Chubut 07
07-007153,"MEDALLONES CONGELADOS DE GARBANZO, CEBOLLA Y FARIÑA DE MANDIOCA (SABORES DEL PUEBLO COCINA CON AMOR)",SABORES DEL PUEBLO COCINA CON AMOR,VEGETALES Y FRUTAS,g,106.25,4.0,17.5,2.62,,,2.62,,518.75,Datos alimentos Chubut 07
07-007152,MERMELADA DE MORAS (TERRASANA),TERRASANA,CONFITURAS Y DULCES,g,200.0,,50.0,,,,3.0,,0.0,Datos alimentos Chubut 07
07-007151,MERMELADA DE ROSA MOSQUETA (TERRASANA),TERRASANA,CONFITURAS Y DULCES,g,220.0,,50.0,,,,,,0.0,Datos alimentos Chubut 07
07-007150,"MEDALLONES CONGELADOS DE REMOLACHA, ARROZ Y FARIÑA DE MANDIOCA (SABORES DEL PUEBLO COCINA CON AMOR)",SABORES DEL PUEBLO COCINA CON AMOR,VEGETALES Y FRUTAS,g,176.25,5.25,32.5,2.75,,,1.88,,568.75,Datos alimentos Chubut 07
07-007149,CONFITURA DE ARANDANOS (DANIS),DANIS,CONFITURAS Y DULCES,g,265.0,0.0,65.0,0.0,0.0,0.0,0.0,65.0,0.0,Datos alimentos Chubut 07
07-007148,CONFITURA DE FRUTILLA (DANIS),DANIS,CONFITURAS Y DULCES,g,240.0,0.0,60.0,0.0,0.0,0.0,3.0,60.0,0.0,Datos alimentos Chubut 07
07-007147,CONFITURA DE GUINDA (DANIS),DANIS,CONFITURAS Y DULCES,g,240.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,Datos alimentos Chubut 07
07-007146,CONFITURA DE ROSA MOSQUETA (DANIS),DANIS,CONFITURAS Y DULCES,g,240.0,0.0,60.0,0.0,0.0,0.0,0.0,55.0,0.0,Datos alimentos Chubut 07
07-007127,POROTOS PALLARES  EN VINAGRE DE ALCOHOL (DON ESTEBAN),DON ESTEBAN,VEGETALES Y FRUTAS,g,190.0,10.0,36.0,0.0,,0.0,0.0,,448.0,Datos alimentos Chubut 07
07-007126,PEPINOS ENCURTIDOS  EN VINAGRE DE ALCOHOL (DON ESTEBAN),DON ESTEBAN,VEGETALES Y FRUTAS,g,,0.0,0.0,0.0,0.0,0.0,0.0,,313.33,Datos alimentos Chubut 07
07-007125,ENCURTIDO DE COLIFLOR EN VINAGRE DE ALCOHOL (DON ESTEBAN),DON ESTEBAN,VEGETALES Y FRUTAS,g,33.33,0.0,4.67,0.0,0.0,0.0,6.67,,366.67,Datos alimentos Chubut 07
07-007124,ENCURTIDO DE CEBOLLA EN VINAGRE DE ALCOHOL (DON ESTEBAN),DON ESTEBAN,VEGETALES Y FRUTAS,g,26.67,,6.67,,,,,,326.67,Datos alimentos Chubut 07
07-007121,AGUA MINERAL NATURAL DE MANANTIAL CON GAS (ORIZON),ORIZON,AGUAS,g,,,,,,,,,,Datos alimentos Chubut 07
07-007114,BEBIDA SIN ALCOHOL CON 22% DE PULPA DE MARACUYA Y 12% DE PULPA DE SAUCO DIETETICA DE BAJAS CALORIAS (PASO ANCHO BERRIES),PASO ANCHO BERRIES,BEBIDAS ANALCOHÓLICAS,ml,17.5,,4.2,,,,,,0.0,Datos alimentos Chubut 07
07-007113,SAL (SAL DE AQUí),SAL DE AQUí,SAL Y SALES,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35810.0,Datos alimentos Chubut 07
07-007112,MIEL DE ABEJAS (DANIS PATAGONIA),DANIS PATAGONIA,CONFITURAS Y DULCES,g,330.0,,85.0,,,,,,0.0,Datos alimentos Chubut 07
07-007100,SAL MARINA ARGENTINA -  PARA USO INDUSTRIAL (CRISTAL DE MAR),CRISTAL DE MAR,SAL Y SALES,g,,,,,,,,,,Datos alimentos Chubut 07
07-007098,DULCE DE CEREZA (GUSTO GAIMAN),GUSTO GAIMAN,CONFITURAS Y DULCES,g,165.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,Datos alimentos Chubut 07
07-007097,DULCE DE CIRUELA (GUSTO GAIMAN),GUSTO GAIMAN,CONFITURAS Y DULCES,g,200.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.0,Datos alimentos Chubut 07
07-007096,MERMELADA DE FRUTILLA (GUSTO GAIMAN),GUSTO GAIMAN,CONFITURAS Y DULCES,g,170.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,Datos alimentos Chubut 07
